######################################################################
#
# LoggerIdentifier    : 1858001C
# Comment             : 
# StartBatteryVoltage :      2953 mV
# EndBatteryVoltage   :      2933 mV
# TotalSampleCount    :    266826
# ResistanceOffset    :     11899.26821
# ResistanceScale     :     90961.56387
# TemperatureOffset   :         0.0009397284
# TemperatureLinear   :         0.0002205166
# TemperatureCubic    :         0.0000001287
#
######################################################################
yyyy mm dd HH MM SS      Raw     Res[Ohm]   Temp[degC]
2005 10 18 16 56 15    48509    77761.366        4.095
2005 10 18 16 56 16    48496    77730.331        4.104
2005 10 18 16 56 17    48477    77684.993        4.116
2005 10 18 16 56 18    48451    77622.992        4.132
2005 10 18 16 56 19    48423    77556.272        4.150
2005 10 18 16 56 20    48403    77508.647        4.163
2005 10 18 16 56 21    48392    77482.464        4.170
2005 10 18 16 56 22    48385    77465.807        4.174
2005 10 18 16 56 23    48371    77432.503        4.183
2005 10 18 16 56 24    48349    77380.194        4.197
2005 10 18 16 56 25    48319    77308.915        4.216
2005 10 18 16 56 26    48289    77237.698        4.235
2005 10 18 16 56 27    48261    77171.282        4.253
2005 10 18 16 56 28    48239    77119.135        4.267
2005 10 18 16 56 29    48220    77074.125        4.279
2005 10 18 16 56 30    48201    77029.139        4.292
2005 10 18 16 56 31    48181    76981.812        4.304
2005 10 18 16 56 32    48162    76936.875        4.316
2005 10 18 16 56 33    48151    76910.871        4.323
2005 10 18 16 56 34    48150    76908.507        4.324
2005 10 18 16 56 35    48151    76910.871        4.323
2005 10 18 16 56 36    48133    76868.335        4.335
2005 10 18 16 56 37    48104    76799.850        4.353
2005 10 18 16 56 38    48071    76721.986        4.374
2005 10 18 16 56 39    48043    76655.977        4.392
2005 10 18 16 56 40    48022    76606.505        4.406
2005 10 18 16 56 41    48000    76554.708        4.420
2005 10 18 16 56 42    47980    76507.647        4.432
2005 10 18 16 56 43    47961    76462.964        4.445
2005 10 18 16 56 44    47944    76423.004        4.455
2005 10 18 16 56 45    47930    76390.111        4.464
2005 10 18 16 56 46    47918    76361.927        4.472
2005 10 18 16 56 47    47903    76326.710        4.482
2005 10 18 16 56 48    47882    76277.432        4.495
2005 10 18 16 56 49    47855    76214.116        4.512
2005 10 18 16 56 50    47833    76162.561        4.526
2005 10 18 16 56 51    47814    76118.062        4.538
2005 10 18 16 56 52    47798    76080.608        4.549
2005 10 18 16 56 53    47794    76071.246        4.551
2005 10 18 16 56 54    47800    76085.288        4.547
2005 10 18 16 56 55    47811    76111.038        4.540
2005 10 18 16 56 56    47818    76127.428        4.536
2005 10 18 16 56 57    47813    76115.721        4.539
2005 10 18 16 56 58    47787    76054.867        4.556
2005 10 18 16 56 59    47751    75970.682        4.579
2005 10 18 16 57 00    47714    75884.246        4.602
2005 10 18 16 57 01    47679    75802.565        4.625
2005 10 18 16 57 02    47647    75727.955        4.645
2005 10 18 16 57 03    47618    75660.398        4.664
2005 10 18 16 57 04    47591    75597.548        4.681
2005 10 18 16 57 05    47565    75537.072        4.698
2005 10 18 16 57 06    47541    75481.286        4.713
2005 10 18 16 57 07    47516    75423.216        4.729
2005 10 18 16 57 08    47490    75362.866        4.746
2005 10 18 16 57 09    47464    75302.559        4.762
2005 10 18 16 57 10    47438    75242.296        4.779
2005 10 18 16 57 11    47410    75177.447        4.797
2005 10 18 16 57 12    47383    75114.962        4.814
2005 10 18 16 57 13    47357    75054.835        4.831
2005 10 18 16 57 14    47332    74997.062        4.847
2005 10 18 16 57 15    47312    74950.872        4.860
2005 10 18 16 57 16    47297    74916.247        4.869
2005 10 18 16 57 17    47289    74897.786        4.874
2005 10 18 16 57 18    47287    74893.171        4.876
2005 10 18 16 57 19    47287    74893.171        4.876
2005 10 18 16 57 20    47288    74895.478        4.875
2005 10 18 16 57 21    47286    74890.864        4.876
2005 10 18 16 57 22    47281    74879.329        4.880
2005 10 18 16 57 23    47272    74858.570        4.885
2005 10 18 16 57 24    47259    74828.594        4.894
2005 10 18 16 57 25    47245    74796.324        4.903
2005 10 18 16 57 26    47228    74757.156        4.914
2005 10 18 16 57 27    47210    74715.704        4.925
2005 10 18 16 57 28    47189    74667.370        4.939
2005 10 18 16 57 29    47168    74619.064        4.952
2005 10 18 16 57 30    47146    74568.488        4.966
2005 10 18 16 57 31    47126    74522.537        4.979
2005 10 18 16 57 32    47107    74478.907        4.991
2005 10 18 16 57 33    47090    74439.889        5.002
2005 10 18 16 57 34    47074    74403.183        5.012
2005 10 18 16 57 35    47059    74368.785        5.022
2005 10 18 16 57 36    47043    74332.111        5.032
2005 10 18 16 57 37    47026    74293.162        5.043
2005 10 18 16 57 38    47008    74251.942        5.055
2005 10 18 16 57 39    46986    74201.590        5.069
2005 10 18 16 57 40    46961    74144.409        5.085
2005 10 18 16 57 41    46934    74082.698        5.102
2005 10 18 16 57 42    46906    74018.750        5.120
2005 10 18 16 57 43    46880    73959.415        5.137
2005 10 18 16 57 44    46860    73913.801        5.150
2005 10 18 16 57 45    46842    73872.770        5.161
2005 10 18 16 57 46    46823    73829.481        5.174
2005 10 18 16 57 47    46799    73774.834        5.189
2005 10 18 16 57 48    46772    73713.399        5.206
2005 10 18 16 57 49    46743    73647.464        5.225
2005 10 18 16 57 50    46713    73579.311        5.244
2005 10 18 16 57 51    46685    73515.753        5.262
2005 10 18 16 57 52    46658    73454.511        5.280
2005 10 18 16 57 53    46633    73397.846        5.296
2005 10 18 16 57 54    46609    73343.484        5.311
2005 10 18 16 57 55    46581    73280.108        5.329
2005 10 18 16 57 56    46549    73207.737        5.350
2005 10 18 16 57 57    46515    73130.914        5.372
2005 10 18 16 57 58    46481    73054.162        5.394
2005 10 18 16 57 59    46447    72977.482        5.416
2005 10 18 16 58 00    46413    72900.874        5.438
2005 10 18 16 58 01    46379    72824.337        5.459
2005 10 18 16 58 02    46342    72741.128        5.483
2005 10 18 16 58 03    46309    72666.986        5.505
2005 10 18 16 58 04    46279    72599.642        5.524
2005 10 18 16 58 05    46250    72534.596        5.543
2005 10 18 16 58 06    46219    72465.121        5.563
2005 10 18 16 58 07    46187    72393.467        5.583
2005 10 18 16 58 08    46151    72312.932        5.607
2005 10 18 16 58 09    46117    72236.943        5.629
2005 10 18 16 58 10    46079    72152.098        5.653
2005 10 18 16 58 11    46039    72062.883        5.679
2005 10 18 16 58 12    45995    71964.859        5.707
2005 10 18 16 58 13    45952    71869.177        5.735
2005 10 18 16 58 14    45909    71773.606        5.763
2005 10 18 16 58 15    45869    71684.805        5.789
2005 10 18 16 58 16    45828    71593.884        5.816
2005 10 18 16 58 17    45790    71509.706        5.840
2005 10 18 16 58 18    45756    71434.463        5.862
2005 10 18 16 58 19    45728    71372.550        5.880
2005 10 18 16 58 20    45700    71310.685        5.898
2005 10 18 16 58 21    45666    71235.626        5.921
2005 10 18 16 58 22    45621    71136.390        5.950
2005 10 18 16 58 23    45576    71037.276        5.979
2005 10 18 16 58 24    45531    70938.282        6.008
2005 10 18 16 58 25    45486    70839.410        6.037
2005 10 18 16 58 26    45441    70740.658        6.067
2005 10 18 16 58 27    45396    70642.026        6.096
2005 10 18 16 58 28    45352    70545.703        6.124
2005 10 18 16 58 29    45308    70449.495        6.153
2005 10 18 16 58 30    45265    70355.583        6.181
2005 10 18 16 58 31    45221    70259.601        6.209
2005 10 18 16 58 32    45175    70159.378        6.239
2005 10 18 16 58 33    45126    70052.756        6.271
2005 10 18 16 58 34    45077    69946.275        6.303
2005 10 18 16 58 35    45028    69839.934        6.335
2005 10 18 16 58 36    44979    69733.734        6.367
2005 10 18 16 58 37    44928    69623.348        6.400
2005 10 18 16 58 38    44878    69515.274        6.433
2005 10 18 16 58 39    44826    69403.031        6.467
2005 10 18 16 58 40    44770    69282.329        6.503
2005 10 18 16 58 41    44708    69148.907        6.544
2005 10 18 16 58 42    44644    69011.413        6.586
2005 10 18 16 58 43    44572    68857.015        6.633
2005 10 18 16 58 44    44499    68700.777        6.680
2005 10 18 16 58 45    44425    68542.709        6.729
2005 10 18 16 58 46    44354    68391.344        6.775
2005 10 18 16 58 47    44284    68242.392        6.821
2005 10 18 16 58 48    44209    68083.109        6.870
2005 10 18 16 58 49    44124    67902.973        6.926
2005 10 18 16 58 50    44037    67719.020        6.983
2005 10 18 16 58 51    43946    67527.066        7.043
2005 10 18 16 58 52    43848    67320.864        7.107
2005 10 18 16 58 53    43750    67115.198        7.172
2005 10 18 16 58 54    43664    66935.156        7.229
2005 10 18 16 58 55    43580    66759.696        7.284
2005 10 18 16 58 56    43497    66586.707        7.339
2005 10 18 16 58 57    43415    66416.175        7.393
2005 10 18 16 58 58    43335    66250.157        7.446
2005 10 18 16 58 59    43256    66086.559        7.498
2005 10 18 16 59 00    43176    65921.235        7.551
2005 10 18 16 59 01    43099    65762.440        7.602
2005 10 18 16 59 02    43019    65597.799        7.655
2005 10 18 16 59 03    42943    65441.709        7.705
2005 10 18 16 59 04    42865    65281.835        7.757
2005 10 18 16 59 05    42789    65126.375        7.807
2005 10 18 16 59 06    42714    64973.263        7.857
2005 10 18 16 59 07    42648    64838.772        7.901
2005 10 18 16 59 08    42586    64712.644        7.942
2005 10 18 16 59 09    42524    64586.720        7.983
2005 10 18 16 59 10    42460    64456.947        8.026
2005 10 18 16 59 11    42392    64319.301        8.071
2005 10 18 16 59 12    42323    64179.879        8.117
2005 10 18 16 59 13    42251    64034.662        8.165
2005 10 18 16 59 14    42182    63895.751        8.211
2005 10 18 16 59 15    42113    63757.089        8.257
2005 10 18 16 59 16    42042    63614.666        8.305
2005 10 18 16 59 17    41968    63466.504        8.354
2005 10 18 16 59 18    41893    63316.630        8.404
2005 10 18 16 59 19    41826    63182.988        8.449
2005 10 18 16 59 20    41762    63055.546        8.492
2005 10 18 16 59 21    41704    62940.233        8.531
2005 10 18 16 59 22    41643    62819.142        8.572
2005 10 18 16 59 23    41581    62696.262        8.613
2005 10 18 16 59 24    41515    62565.669        8.658
2005 10 18 16 59 25    41446    62429.377        8.704
2005 10 18 16 59 26    41380    62299.237        8.748
2005 10 18 16 59 27    41312    62165.385        8.794
2005 10 18 16 59 28    41241    62025.876        8.842
2005 10 18 16 59 29    41163    61872.906        8.894
2005 10 18 16 59 30    41078    61706.555        8.952
2005 10 18 16 59 31    40987    61528.863        9.013
2005 10 18 16 59 32    40889    61337.965        9.079
2005 10 18 16 59 33    40786    61137.841        9.149
2005 10 18 16 59 34    40678    60928.566        9.222
2005 10 18 16 59 35    40562    60704.430        9.301
2005 10 18 16 59 36    40442    60473.261        9.382
2005 10 18 16 59 37    40311    60221.704        9.471
2005 10 18 16 59 38    40174    59959.518        9.564
2005 10 18 16 59 39    40071    59762.998        9.634
2005 10 18 16 59 40    39972    59574.592        9.702
2005 10 18 16 59 41    39830    59305.173        9.799
2005 10 18 16 59 42    39658    58980.124        9.916
2005 10 18 16 59 43    39487    58658.355       10.033
2005 10 18 16 59 44    39328    58360.404       10.143
2005 10 18 16 59 45    39176    58076.677       10.247
2005 10 18 16 59 46    39031    57807.019       10.347
2005 10 18 16 59 47    38879    57525.390       10.452
2005 10 18 16 59 48    38716    57224.561       10.564
2005 10 18 16 59 49    38581    56976.330       10.658
2005 10 18 16 59 50    38492    56813.136       10.719
2005 10 18 16 59 51    38464    56761.868       10.739
2005 10 18 16 59 52    38439    56716.124       10.756
2005 10 18 16 59 53    38359    56569.931       10.812
2005 10 18 16 59 54    38212    56302.056       10.914
2005 10 18 16 59 55    38019    55951.829       11.048
2005 10 18 16 59 56    37831    55612.273       11.179
2005 10 18 16 59 57    37676    55333.498       11.288
2005 10 18 16 59 58    37548    55104.082       11.377
2005 10 18 16 59 59    37439    54909.287       11.454
2005 10 18 17 00 00    37356    54761.305       11.512
2005 10 18 17 00 01    37293    54649.181       11.556
2005 10 18 17 00 02    37230    54537.230       11.600
2005 10 18 17 00 03    37168    54427.224       11.644
2005 10 18 17 00 04    37120    54342.172       11.678
2005 10 18 17 00 05    37083    54276.679       11.704
2005 10 18 17 00 06    37040    54200.639       11.734
2005 10 18 17 00 07    36976    54087.612       11.779
2005 10 18 17 00 08    36889    53934.247       11.841
2005 10 18 17 00 09    36781    53744.314       11.917
2005 10 18 17 00 10    36661    53533.860       12.002
2005 10 18 17 00 11    36540    53322.271       12.088
2005 10 18 17 00 12    36420    53113.042       12.173
2005 10 18 17 00 13    36303    52909.627       12.256
2005 10 18 17 00 14    36198    52727.564       12.331
2005 10 18 17 00 15    36099    52556.326       12.402
2005 10 18 17 00 16    36006    52395.837       12.468
2005 10 18 17 00 17    35911    52232.267       12.536
2005 10 18 17 00 18    35800    52041.621       12.615
2005 10 18 17 00 19    35687    51848.060       12.696
2005 10 18 17 00 20    35588    51678.910       12.767
2005 10 18 17 00 21    35497    51523.782       12.833
2005 10 18 17 00 22    35408    51372.390       12.897
2005 10 18 17 00 23    35324    51229.798       12.957
2005 10 18 17 00 24    35261    51123.041       13.003
2005 10 18 17 00 25    35207    51031.662       13.042
2005 10 18 17 00 26    35166    50962.361       13.071
2005 10 18 17 00 27    35112    50871.189       13.110
2005 10 18 17 00 28    35056    50776.764       13.151
2005 10 18 17 00 29    35016    50709.394       13.180
2005 10 18 17 00 30    34987    50660.591       13.201
2005 10 18 17 00 31    34958    50611.822       13.222
2005 10 18 17 00 32    34932    50568.126       13.240
2005 10 18 17 00 33    34907    50526.137       13.259
2005 10 18 17 00 34    34885    50489.206       13.274
2005 10 18 17 00 35    34859    50445.586       13.293
2005 10 18 17 00 36    34831    50398.641       13.314
2005 10 18 17 00 37    34808    50360.102       13.330
2005 10 18 17 00 38    34786    50323.259       13.346
2005 10 18 17 00 39    34765    50288.108       13.362
2005 10 18 17 00 40    34749    50261.338       13.373
2005 10 18 17 00 41    34739    50244.612       13.380
2005 10 18 17 00 42    34731    50231.234       13.386
